codepoints_hex,emoji,description
1F9DA 1F3FD 200D 2640,🧚🏽‍♀,woman fairy: medium skin tone
1F9DA 1F3FE 200D 2640 FE0F,🧚🏾‍♀️,woman fairy: medium-dark skin tone
1F9DA 1F3FE 200D 2640,🧚🏾‍♀,woman fairy: medium-dark skin tone
1F9DA 1F3FF 200D 2640 FE0F,🧚🏿‍♀️,woman fairy: dark skin tone
1F9DA 1F3FF 200D 2640,🧚🏿‍♀,woman fairy: dark skin tone
1F9DB,🧛,vampire
1F9DB 1F3FB,🧛🏻,vampire: light skin tone
1F9DB 1F3FC,🧛🏼,vampire: medium-light skin tone
1F9DB 1F3FD,🧛🏽,vampire: medium skin tone
1F9DB 1F3FE,🧛🏾,vampire: medium-dark skin tone
1F9DB 1F3FF,🧛🏿,vampire: dark skin tone
1F9DB 200D 2642 FE0F,🧛‍♂️,man vampire
1F9DB 200D 2642,🧛‍♂,man vampire
1F9DB 1F3FB 200D 2642 FE0F,🧛🏻‍♂️,man vampire: light skin tone
1F9DB 1F3FB 200D 2642,🧛🏻‍♂,man vampire: light skin tone
1F9DB 1F3FC 200D 2642 FE0F,🧛🏼‍♂️,man vampire: medium-light skin tone
1F9DB 1F3FC 200D 2642,🧛🏼‍♂,man vampire: medium-light skin tone
1F9DB 1F3FD 200D 2642 FE0F,🧛🏽‍♂️,man vampire: medium skin tone
1F9DB 1F3FD 200D 2642,🧛🏽‍♂,man vampire: medium skin tone
1F9DB 1F3FE 200D 2642 FE0F,🧛🏾‍♂️,man vampire: medium-dark skin tone
1F9DB 1F3FE 200D 2642,🧛🏾‍♂,man vampire: medium-dark skin tone
1F9DB 1F3FF 200D 2642 FE0F,🧛🏿‍♂️,man vampire: dark skin tone
1F9DB 1F3FF 200D 2642,🧛🏿‍♂,man vampire: dark skin tone
1F9DB 200D 2640 FE0F,🧛‍♀️,woman vampire
1F9DB 200D 2640,🧛‍♀,woman vampire
1F9DB 1F3FB 200D 2640 FE0F,🧛🏻‍♀️,woman vampire: light skin tone
1F9DB 1F3FB 200D 2640,🧛🏻‍♀,woman vampire: light skin tone
1F9DB 1F3FC 200D 2640 FE0F,🧛🏼‍♀️,woman vampire: medium-light skin tone
1F9DB 1F3FC 200D 2640,🧛🏼‍♀,woman vampire: medium-light skin tone
1F9DB 1F3FD 200D 2640 FE0F,🧛🏽‍♀️,woman vampire: medium skin tone
1F9DB 1F3FD 200D 2640,🧛🏽‍♀,woman vampire: medium skin tone
1F9DB 1F3FE 200D 2640 FE0F,🧛🏾‍♀️,woman vampire: medium-dark skin tone
1F9DB 1F3FE 200D 2640,🧛🏾‍♀,woman vampire: medium-dark skin tone
1F9DB 1F3FF 200D 2640 FE0F,🧛🏿‍♀️,woman vampire: dark skin tone
1F9DB 1F3FF 200D 2640,🧛🏿‍♀,woman vampire: dark skin tone
1F9DC,🧜,merperson
1F9DC 1F3FB,🧜🏻,merperson: light skin tone
1F9DC 1F3FC,🧜🏼,merperson: medium-light skin tone
1F9DC 1F3FD,🧜🏽,merperson: medium skin tone
1F9DC 1F3FE,🧜🏾,merperson: medium-dark skin tone
1F9DC 1F3FF,🧜🏿,merperson: dark skin tone
1F9DC 200D 2642 FE0F,🧜‍♂️,merman
1F9DC 200D 2642,🧜‍♂,merman
1F9DC 1F3FB 200D 2642 FE0F,🧜🏻‍♂️,merman: light skin tone
1F9DC 1F3FB 200D 2642,🧜🏻‍♂,merman: light skin tone
1F9DC 1F3FC 200D 2642 FE0F,🧜🏼‍♂️,merman: medium-light skin tone
1F9DC 1F3FC 200D 2642,🧜🏼‍♂,merman: medium-light skin tone
1F9DC 1F3FD 200D 2642 FE0F,🧜🏽‍♂️,merman: medium skin tone
1F9DC 1F3FD 200D 2642,🧜🏽‍♂,merman: medium skin tone
1F9DC 1F3FE 200D 2642 FE0F,🧜🏾‍♂️,merman: medium-dark skin tone
1F9DC 1F3FE 200D 2642,🧜🏾‍♂,merman: medium-dark skin tone
1F9DC 1F3FF 200D 2642 FE0F,🧜🏿‍♂️,merman: dark skin tone
1F9DC 1F3FF 200D 2642,🧜🏿‍♂,merman: dark skin tone
1F9DC 200D 2640 FE0F,🧜‍♀️,mermaid
1F9DC 200D 2640,🧜‍♀,mermaid
1F9DC 1F3FB 200D 2640 FE0F,🧜🏻‍♀️,mermaid: light skin tone
1F9DC 1F3FB 200D 2640,🧜🏻‍♀,mermaid: light skin tone
1F9DC 1F3FC 200D 2640 FE0F,🧜🏼‍♀️,mermaid: medium-light skin tone
1F9DC 1F3FC 200D 2640,🧜🏼‍♀,mermaid: medium-light skin tone
1F9DC 1F3FD 200D 2640 FE0F,🧜🏽‍♀️,mermaid: medium skin tone
1F9DC 1F3FD 200D 2640,🧜🏽‍♀,mermaid: medium skin tone
1F9DC 1F3FE 200D 2640 FE0F,🧜🏾‍♀️,mermaid: medium-dark skin tone
1F9DC 1F3FE 200D 2640,🧜🏾‍♀,mermaid: medium-dark skin tone
1F9DC 1F3FF 200D 2640 FE0F,🧜🏿‍♀️,mermaid: dark skin tone
1F9DC 1F3FF 200D 2640,🧜🏿‍♀,mermaid: dark skin tone
1F9DD,🧝,elf
1F9DD 1F3FB,🧝🏻,elf: light skin tone
1F9DD 1F3FC,🧝🏼,elf: medium-light skin tone
1F9DD 1F3FD,🧝🏽,elf: medium skin tone
1F9DD 1F3FE,🧝🏾,elf: medium-dark skin tone
1F9DD 1F3FF,🧝🏿,elf: dark skin tone
1F9DD 200D 2642 FE0F,🧝‍♂️,man elf
1F9DD 200D 2642,🧝‍♂,man elf
1F9DD 1F3FB 200D 2642 FE0F,🧝🏻‍♂️,man elf: light skin tone
1F9DD 1F3FB 200D 2642,🧝🏻‍♂,man elf: light skin tone
1F9DD 1F3FC 200D 2642 FE0F,🧝🏼‍♂️,man elf: medium-light skin tone
1F9DD 1F3FC 200D 2642,🧝🏼‍♂,man elf: medium-light skin tone
1F9DD 1F3FD 200D 2642 FE0F,🧝🏽‍♂️,man elf: medium skin tone
1F9DD 1F3FD 200D 2642,🧝🏽‍♂,man elf: medium skin tone
1F9DD 1F3FE 200D 2642 FE0F,🧝🏾‍♂️,man elf: medium-dark skin tone
1F9DD 1F3FE 200D 2642,🧝🏾‍♂,man elf: medium-dark skin tone
1F9DD 1F3FF 200D 2642 FE0F,🧝🏿‍♂️,man elf: dark skin tone
1F9DD 1F3FF 200D 2642,🧝🏿‍♂,man elf: dark skin tone
1F9DD 200D 2640 FE0F,🧝‍♀️,woman elf
1F9DD 200D 2640,🧝‍♀,woman elf
1F9DD 1F3FB 200D 2640 FE0F,🧝🏻‍♀️,woman elf: light skin tone
1F9DD 1F3FB 200D 2640,🧝🏻‍♀,woman elf: light skin tone
1F9DD 1F3FC 200D 2640 FE0F,🧝🏼‍♀️,woman elf: medium-light skin tone
1F9DD 1F3FC 200D 2640,🧝🏼‍♀,woman elf: medium-light skin tone
1F9DD 1F3FD 200D 2640 FE0F,🧝🏽‍♀️,woman elf: medium skin tone
1F9DD 1F3FD 200D 2640,🧝🏽‍♀,woman elf: medium skin tone
1F9DD 1F3FE 200D 2640 FE0F,🧝🏾‍♀️,woman elf: medium-dark skin tone
1F9DD 1F3FE 200D 2640,🧝🏾‍♀,woman elf: medium-dark skin tone
1F9DD 1F3FF 200D 2640 FE0F,🧝🏿‍♀️,woman elf: dark skin tone
1F9DD 1F3FF 200D 2640,🧝🏿‍♀,woman elf: dark skin tone
1F9DE,🧞,genie
1F9DE 200D 2642 FE0F,🧞‍♂️,man genie
1F9DE 200D 2642,🧞‍♂,man genie
1F9DE 200D 2640 FE0F,🧞‍♀️,woman genie
1F9DE 200D 2640,🧞‍♀,woman genie
1F9DF,🧟,zombie
1F9DF 200D 2642 FE0F,🧟‍♂️,man zombie
1F9DF 200D 2642,🧟‍♂,man zombie
1F9DF 200D 2640 FE0F,🧟‍♀️,woman zombie
1F9DF 200D 2640,🧟‍♀,woman zombie
1F9CC,🧌,troll
1FAC8,🫈,hairy creature
1F486,💆,person getting massage
1F486 1F3FB,💆🏻,person getting massage: light skin tone
1F486 1F3FC,💆🏼,person getting massage: medium-light skin tone
1F486 1F3FD,💆🏽,person getting massage: medium skin tone
1F486 1F3FE,💆🏾,person getting massage: medium-dark skin tone
1F486 1F3FF,💆🏿,person getting massage: dark skin tone
1F486 200D 2642 FE0F,💆‍♂️,man getting massage
1F486 200D 2642,💆‍♂,man getting massage
1F486 1F3FB 200D 2642 FE0F,💆🏻‍♂️,man getting massage: light skin tone
1F486 1F3FB 200D 2642,💆🏻‍♂,man getting massage: light skin tone
1F486 1F3FC 200D 2642 FE0F,💆🏼‍♂️,man getting massage: medium-light skin tone
1F486 1F3FC 200D 2642,💆🏼‍♂,man getting massage: medium-light skin tone
1F486 1F3FD 200D 2642 FE0F,💆🏽‍♂️,man getting massage: medium skin tone
1F486 1F3FD 200D 2642,💆🏽‍♂,man getting massage: medium skin tone
1F486 1F3FE 200D 2642 FE0F,💆🏾‍♂️,man getting massage: medium-dark skin tone
1F486 1F3FE 200D 2642,💆🏾‍♂,man getting massage: medium-dark skin tone
1F486 1F3FF 200D 2642 FE0F,💆🏿‍♂️,man getting massage: dark skin tone
1F486 1F3FF 200D 2642,💆🏿‍♂,man getting massage: dark skin tone
1F486 200D 2640 FE0F,💆‍♀️,woman getting massage
1F486 200D 2640,💆‍♀,woman getting massage
1F486 1F3FB 200D 2640 FE0F,💆🏻‍♀️,woman getting massage: light skin tone
1F486 1F3FB 200D 2640,💆🏻‍♀,woman getting massage: light skin tone
1F486 1F3FC 200D 2640 FE0F,💆🏼‍♀️,woman getting massage: medium-light skin tone
1F486 1F3FC 200D 2640,💆🏼‍♀,woman getting massage: medium-light skin tone
1F486 1F3FD 200D 2640 FE0F,💆🏽‍♀️,woman getting massage: medium skin tone
1F486 1F3FD 200D 2640,💆🏽‍♀,woman getting massage: medium skin tone
1F486 1F3FE 200D 2640 FE0F,💆🏾‍♀️,woman getting massage: medium-dark skin tone
1F486 1F3FE 200D 2640,💆🏾‍♀,woman getting massage: medium-dark skin tone
1F486 1F3FF 200D 2640 FE0F,💆🏿‍♀️,woman getting massage: dark skin tone
1F486 1F3FF 200D 2640,💆🏿‍♀,woman getting massage: dark skin tone
1F487,💇,person getting haircut
1F487 1F3FB,💇🏻,person getting haircut: light skin tone
1F487 1F3FC,💇🏼,person getting haircut: medium-light skin tone
1F487 1F3FD,💇🏽,person getting haircut: medium skin tone
1F487 1F3FE,💇🏾,person getting haircut: medium-dark skin tone
1F487 1F3FF,💇🏿,person getting haircut: dark skin tone
1F487 200D 2642 FE0F,💇‍♂️,man getting haircut
1F487 200D 2642,💇‍♂,man getting haircut
1F487 1F3FB 200D 2642 FE0F,💇🏻‍♂️,man getting haircut: light skin tone
1F487 1F3FB 200D 2642,💇🏻‍♂,man getting haircut: light skin tone
1F487 1F3FC 200D 2642 FE0F,💇🏼‍♂️,man getting haircut: medium-light skin tone
1F487 1F3FC 200D 2642,💇🏼‍♂,man getting haircut: medium-light skin tone
1F487 1F3FD 200D 2642 FE0F,💇🏽‍♂️,man getting haircut: medium skin tone
1F487 1F3FD 200D 2642,💇🏽‍♂,man getting haircut: medium skin tone
1F487 1F3FE 200D 2642 FE0F,💇🏾‍♂️,man getting haircut: medium-dark skin tone
1F487 1F3FE 200D 2642,💇🏾‍♂,man getting haircut: medium-dark skin tone
1F487 1F3FF 200D 2642 FE0F,💇🏿‍♂️,man getting haircut: dark skin tone
1F487 1F3FF 200D 2642,💇🏿‍♂,man getting haircut: dark skin tone
1F487 200D 2640 FE0F,💇‍♀️,woman getting haircut
1F487 200D 2640,💇‍♀,woman getting haircut
1F487 1F3FB 200D 2640 FE0F,💇🏻‍♀️,woman getting haircut: light skin tone
1F487 1F3FB 200D 2640,💇🏻‍♀,woman getting haircut: light skin tone
1F487 1F3FC 200D 2640 FE0F,💇🏼‍♀️,woman getting haircut: medium-light skin tone
1F487 1F3FC 200D 2640,💇🏼‍♀,woman getting haircut: medium-light skin tone
1F487 1F3FD 200D 2640 FE0F,💇🏽‍♀️,woman getting haircut: medium skin tone
1F487 1F3FD 200D 2640,💇🏽‍♀,woman getting haircut: medium skin tone
1F487 1F3FE 200D 2640 FE0F,💇🏾‍♀️,woman getting haircut: medium-dark skin tone
1F487 1F3FE 200D 2640,💇🏾‍♀,woman getting haircut: medium-dark skin tone
1F487 1F3FF 200D 2640 FE0F,💇🏿‍♀️,woman getting haircut: dark skin tone
1F487 1F3FF 200D 2640,💇🏿‍♀,woman getting haircut: dark skin tone
1F6B6,🚶,person walking
1F6B6 1F3FB,🚶🏻,person walking: light skin tone
1F6B6 1F3FC,🚶🏼,person walking: medium-light skin tone
1F6B6 1F3FD,🚶🏽,person walking: medium skin tone
1F6B6 1F3FE,🚶🏾,person walking: medium-dark skin tone
1F6B6 1F3FF,🚶🏿,person walking: dark skin tone
1F6B6 200D 2642 FE0F,🚶‍♂️,man walking
1F6B6 200D 2642,🚶‍♂,man walking
1F6B6 1F3FB 200D 2642 FE0F,🚶🏻‍♂️,man walking: light skin tone
1F6B6 1F3FB 200D 2642,🚶🏻‍♂,man walking: light skin tone
1F6B6 1F3FC 200D 2642 FE0F,🚶🏼‍♂️,man walking: medium-light skin tone
1F6B6 1F3FC 200D 2642,🚶🏼‍♂,man walking: medium-light skin tone
1F6B6 1F3FD 200D 2642 FE0F,🚶🏽‍♂️,man walking: medium skin tone
1F6B6 1F3FD 200D 2642,🚶🏽‍♂,man walking: medium skin tone
1F6B6 1F3FE 200D 2642 FE0F,🚶🏾‍♂️,man walking: medium-dark skin tone
1F6B6 1F3FE 200D 2642,🚶🏾‍♂,man walking: medium-dark skin tone
1F6B6 1F3FF 200D 2642 FE0F,🚶🏿‍♂️,man walking: dark skin tone
1F6B6 1F3FF 200D 2642,🚶🏿‍♂,man walking: dark skin tone
1F6B6 200D 2640 FE0F,🚶‍♀️,woman walking
1F6B6 200D 2640,🚶‍♀,woman walking
1F6B6 1F3FB 200D 2640 FE0F,🚶🏻‍♀️,woman walking: light skin tone
1F6B6 1F3FB 200D 2640,🚶🏻‍♀,woman walking: light skin tone
1F6B6 1F3FC 200D 2640 FE0F,🚶🏼‍♀️,woman walking: medium-light skin tone
1F6B6 1F3FC 200D 2640,🚶🏼‍♀,woman walking: medium-light skin tone
1F6B6 1F3FD 200D 2640 FE0F,🚶🏽‍♀️,woman walking: medium skin tone
1F6B6 1F3FD 200D 2640,🚶🏽‍♀,woman walking: medium skin tone
1F6B6 1F3FE 200D 2640 FE0F,🚶🏾‍♀️,woman walking: medium-dark skin tone
1F6B6 1F3FE 200D 2640,🚶🏾‍♀,woman walking: medium-dark skin tone
1F6B6 1F3FF 200D 2640 FE0F,🚶🏿‍♀️,woman walking: dark skin tone
1F6B6 1F3FF 200D 2640,🚶🏿‍♀,woman walking: dark skin tone
1F6B6 200D 27A1 FE0F,🚶‍➡️,person walking facing right
1F6B6 200D 27A1,🚶‍➡,person walking facing right
1F6B6 1F3FB 200D 27A1 FE0F,🚶🏻‍➡️,person walking facing right: light skin tone
1F6B6 1F3FB 200D 27A1,🚶🏻‍➡,person walking facing right: light skin tone
1F6B6 1F3FC 200D 27A1 FE0F,🚶🏼‍➡️,person walking facing right: medium-light skin tone
1F6B6 1F3FC 200D 27A1,🚶🏼‍➡,person walking facing right: medium-light skin tone
1F6B6 1F3FD 200D 27A1 FE0F,🚶🏽‍➡️,person walking facing right: medium skin tone
1F6B6 1F3FD 200D 27A1,🚶🏽‍➡,person walking facing right: medium skin tone
1F6B6 1F3FE 200D 27A1 FE0F,🚶🏾‍➡️,person walking facing right: medium-dark skin tone
1F6B6 1F3FE 200D 27A1,🚶🏾‍➡,person walking facing right: medium-dark skin tone
1F6B6 1F3FF 200D 27A1 FE0F,🚶🏿‍➡️,person walking facing right: dark skin tone
1F6B6 1F3FF 200D 27A1,🚶🏿‍➡,person walking facing right: dark skin tone
1F6B6 200D 2640 FE0F 200D 27A1 FE0F,🚶‍♀️‍➡️,woman walking facing right
1F6B6 200D 2640 200D 27A1 FE0F,🚶‍♀‍➡️,woman walking facing right
1F6B6 200D 2640 FE0F 200D 27A1,🚶‍♀️‍➡,woman walking facing right
1F6B6 200D 2640 200D 27A1,🚶‍♀‍➡,woman walking facing right
1F6B6 1F3FB 200D 2640 FE0F 200D 27A1 FE0F,🚶🏻‍♀️‍➡️,woman walking facing right: light skin tone
1F6B6 1F3FB 200D 2640 200D 27A1 FE0F,🚶🏻‍♀‍➡️,woman walking facing right: light skin tone
1F6B6 1F3FB 200D 2640 FE0F 200D 27A1,🚶🏻‍♀️‍➡,woman walking facing right: light skin tone
1F6B6 1F3FB 200D 2640 200D 27A1,🚶🏻‍♀‍➡,woman walking facing right: light skin tone
1F6B6 1F3FC 200D 2640 FE0F 200D 27A1 FE0F,🚶🏼‍♀️‍➡️,woman walking facing right: medium-light skin tone
1F6B6 1F3FC 200D 2640 200D 27A1 FE0F,🚶🏼‍♀‍➡️,woman walking facing right: medium-light skin tone
1F6B6 1F3FC 200D 2640 FE0F 200D 27A1,🚶🏼‍♀️‍➡,woman walking facing right: medium-light skin tone
1F6B6 1F3FC 200D 2640 200D 27A1,🚶🏼‍♀‍➡,woman walking facing right: medium-light skin tone
1F6B6 1F3FD 200D 2640 FE0F 200D 27A1 FE0F,🚶🏽‍♀️‍➡️,woman walking facing right: medium skin tone
1F6B6 1F3FD 200D 2640 200D 27A1 FE0F,🚶🏽‍♀‍➡️,woman walking facing right: medium skin tone
1F6B6 1F3FD 200D 2640 FE0F 200D 27A1,🚶🏽‍♀️‍➡,woman walking facing right: medium skin tone
1F6B6 1F3FD 200D 2640 200D 27A1,🚶🏽‍♀‍➡,woman walking facing right: medium skin tone
1F6B6 1F3FE 200D 2640 FE0F 200D 27A1 FE0F,🚶🏾‍♀️‍➡️,woman walking facing right: medium-dark skin tone
1F6B6 1F3FE 200D 2640 200D 27A1 FE0F,🚶🏾‍♀‍➡️,woman walking facing right: medium-dark skin tone
1F6B6 1F3FE 200D 2640 FE0F 200D 27A1,🚶🏾‍♀️‍➡,woman walking facing right: medium-dark skin tone
1F6B6 1F3FE 200D 2640 200D 27A1,🚶🏾‍♀‍➡,woman walking facing right: medium-dark skin tone
1F6B6 1F3FF 200D 2640 FE0F 200D 27A1 FE0F,🚶🏿‍♀️‍➡️,woman walking facing right: dark skin tone
1F6B6 1F3FF 200D 2640 200D 27A1 FE0F,🚶🏿‍♀‍➡️,woman walking facing right: dark skin tone
1F6B6 1F3FF 200D 2640 FE0F 200D 27A1,🚶🏿‍♀️‍➡,woman walking facing right: dark skin tone
1F6B6 1F3FF 200D 2640 200D 27A1,🚶🏿‍♀‍➡,woman walking facing right: dark skin tone
1F6B6 200D 2642 FE0F 200D 27A1 FE0F,🚶‍♂️‍➡️,man walking facing right
1F6B6 200D 2642 200D 27A1 FE0F,🚶‍♂‍➡️,man walking facing right
1F6B6 200D 2642 FE0F 200D 27A1,🚶‍♂️‍➡,man walking facing right
1F6B6 200D 2642 200D 27A1,🚶‍♂‍➡,man walking facing right
1F6B6 1F3FB 200D 2642 FE0F 200D 27A1 FE0F,🚶🏻‍♂️‍➡️,man walking facing right: light skin tone
1F6B6 1F3FB 200D 2642 200D 27A1 FE0F,🚶🏻‍♂‍➡️,man walking facing right: light skin tone
1F6B6 1F3FB 200D 2642 FE0F 200D 27A1,🚶🏻‍♂️‍➡,man walking facing right: light skin tone
1F6B6 1F3FB 200D 2642 200D 27A1,🚶🏻‍♂‍➡,man walking facing right: light skin tone
1F6B6 1F3FC 200D 2642 FE0F 200D 27A1 FE0F,🚶🏼‍♂️‍➡️,man walking facing right: medium-light skin tone
1F6B6 1F3FC 200D 2642 200D 27A1 FE0F,🚶🏼‍♂‍➡️,man walking facing right: medium-light skin tone
1F6B6 1F3FC 200D 2642 FE0F 200D 27A1,🚶🏼‍♂️‍➡,man walking facing right: medium-light skin tone
1F6B6 1F3FC 200D 2642 200D 27A1,🚶🏼‍♂‍➡,man walking facing right: medium-light skin tone
1F6B6 1F3FD 200D 2642 FE0F 200D 27A1 FE0F,🚶🏽‍♂️‍➡️,man walking facing right: medium skin tone
1F6B6 1F3FD 200D 2642 200D 27A1 FE0F,🚶🏽‍♂‍➡️,man walking facing right: medium skin tone
1F6B6 1F3FD 200D 2642 FE0F 200D 27A1,🚶🏽‍♂️‍➡,man walking facing right: medium skin tone
1F6B6 1F3FD 200D 2642 200D 27A1,🚶🏽‍♂‍➡,man walking facing right: medium skin tone
1F6B6 1F3FE 200D 2642 FE0F 200D 27A1 FE0F,🚶🏾‍♂️‍➡️,man walking facing right: medium-dark skin tone
1F6B6 1F3FE 200D 2642 200D 27A1 FE0F,🚶🏾‍♂‍➡️,man walking facing right: medium-dark skin tone
1F6B6 1F3FE 200D 2642 FE0F 200D 27A1,🚶🏾‍♂️‍➡,man walking facing right: medium-dark skin tone
1F6B6 1F3FE 200D 2642 200D 27A1,🚶🏾‍♂‍➡,man walking facing right: medium-dark skin tone
1F6B6 1F3FF 200D 2642 FE0F 200D 27A1 FE0F,🚶🏿‍♂️‍➡️,man walking facing right: dark skin tone
1F6B6 1F3FF 200D 2642 200D 27A1 FE0F,🚶🏿‍♂‍➡️,man walking facing right: dark skin tone
1F6B6 1F3FF 200D 2642 FE0F 200D 27A1,🚶🏿‍♂️‍➡,man walking facing right: dark skin tone
1F6B6 1F3FF 200D 2642 200D 27A1,🚶🏿‍♂‍➡,man walking facing right: dark skin tone
1F9CD,🧍,person standing
1F9CD 1F3FB,🧍🏻,person standing: light skin tone
1F9CD 1F3FC,🧍🏼,person standing: medium-light skin tone
1F9CD 1F3FD,🧍🏽,person standing: medium skin tone
1F9CD 1F3FE,🧍🏾,person standing: medium-dark skin tone
1F9CD 1F3FF,🧍🏿,person standing: dark skin tone
1F9CD 200D 2642 FE0F,🧍‍♂️,man standing
1F9CD 200D 2642,🧍‍♂,man standing
1F9CD 1F3FB 200D 2642 FE0F,🧍🏻‍♂️,man standing: light skin tone
1F9CD 1F3FB 200D 2642,🧍🏻‍♂,man standing: light skin tone
1F9CD 1F3FC 200D 2642 FE0F,🧍🏼‍♂️,man standing: medium-light skin tone
1F9CD 1F3FC 200D 2642,🧍🏼‍♂,man standing: medium-light skin tone
1F9CD 1F3FD 200D 2642 FE0F,🧍🏽‍♂️,man standing: medium skin tone
1F9CD 1F3FD 200D 2642,🧍🏽‍♂,man standing: medium skin tone
1F9CD 1F3FE 200D 2642 FE0F,🧍🏾‍♂️,man standing: medium-dark skin tone
1F9CD 1F3FE 200D 2642,🧍🏾‍♂,man standing: medium-dark skin tone
1F9CD 1F3FF 200D 2642 FE0F,🧍🏿‍♂️,man standing: dark skin tone
1F9CD 1F3FF 200D 2642,🧍🏿‍♂,man standing: dark skin tone
1F9CD 200D 2640 FE0F,🧍‍♀️,woman standing
1F9CD 200D 2640,🧍‍♀,woman standing
1F9CD 1F3FB 200D 2640 FE0F,🧍🏻‍♀️,woman standing: light skin tone
1F9CD 1F3FB 200D 2640,🧍🏻‍♀,woman standing: light skin tone
1F9CD 1F3FC 200D 2640 FE0F,🧍🏼‍♀️,woman standing: medium-light skin tone
1F9CD 1F3FC 200D 2640,🧍🏼‍♀,woman standing: medium-light skin tone
1F9CD 1F3FD 200D 2640 FE0F,🧍🏽‍♀️,woman standing: medium skin tone
1F9CD 1F3FD 200D 2640,🧍🏽‍♀,woman standing: medium skin tone
1F9CD 1F3FE 200D 2640 FE0F,🧍🏾‍♀️,woman standing: medium-dark skin tone
1F9CD 1F3FE 200D 2640,🧍🏾‍♀,woman standing: medium-dark skin tone
1F9CD 1F3FF 200D 2640 FE0F,🧍🏿‍♀️,woman standing: dark skin tone
1F9CD 1F3FF 200D 2640,🧍🏿‍♀,woman standing: dark skin tone
1F9CE,🧎,person kneeling
1F9CE 1F3FB,🧎🏻,person kneeling: light skin tone
1F9CE 1F3FC,🧎🏼,person kneeling: medium-light skin tone
1F9CE 1F3FD,🧎🏽,person kneeling: medium skin tone
1F9CE 1F3FE,🧎🏾,person kneeling: medium-dark skin tone
1F9CE 1F3FF,🧎🏿,person kneeling: dark skin tone
1F9CE 200D 2642 FE0F,🧎‍♂️,man kneeling
1F9CE 200D 2642,🧎‍♂,man kneeling
1F9CE 1F3FB 200D 2642 FE0F,🧎🏻‍♂️,man kneeling: light skin tone
